gene,species
human:SRI,human
human:AC021660.3,human
human:KIAA0895L,human
human:UNC5A,human
human:LGALS14,human
human:AC093503.1,human
human:LRRC10B,human
human:KIAA0895,human
human:PDZRN3-AS1,human
human:AC117489.1,human
human:PCGF5,human
human:EIF4E3,human
human:HBA2,human
human:AC005522.1,human
human:C3orf14,human
human:RPL14P1,human
human:RPL10AP6,human
human:DNAH12,human
human:MYDGF,human
human:AC010894.3,human
human:NOS2P3,human
human:MTCO3P12,human
human:HECW2-AS1,human
human:STIMATE-MUSTN1,human
human:GLT8D1,human
human:ACY1,human
human:ABHD14A,human
human:HYAL1,human
human:HYAL2,human
human:MYCBP,human
human:SEMA3B,human
human:LINC00578,human
human:MST1,human
human:AL133320.1,human
human:KLHDC8B,human
human:EXT2,human
human:TMED7,human
human:FZD5,human
human:FBXL14,human
human:AC026462.3,human
human:FAM43A,human
human:SLC6A20,human
human:EXOSC7,human
human:CEBPD,human
human:ADRA1A,human
human:AC092042.3,human
human:RFXANK,human
human:AC013391.3,human
human:ZNF302,human
human:AC004832.3,human
human:CCT6A,human
human:EMC10,human
human:TUSC1,human
human:ACVR2B,human
human:ACAA1,human
human:ECHS1,human
human:UGT2B7,human
human:R3HDM4,human
human:DUSP1,human
human:RNF123,human
human:TAFA2,human
human:AUXG01000058.1,human
human:ZC3H11A,human
human:Z82246.1,human
human:AC139491.1,human
human:HMGB1P5,human
human:MAGEF1,human
human:RHCE,human
human:CYP3A5,human
human:C5,human
human:DPH3,human
human:ARL6IP4,human
human:SPX,human
human:PON3,human
human:BMP2K,human
human:NDNF,human
human:TUBG1,human
human:HIST2H2BD,human
human:KHSRP,human
human:EFHC1,human
human:RPL4P4,human
human:LURAP1L,human
human:AL391117.1,human
human:AQP11,human
human:EMC3,human
human:MOGAT3,human
human:RNF7,human
human:DOCK9,human
human:AC060766.7,human
human:RPL7AP6,human
human:LINC01266,human
human:AC016739.1,human
human:IRX4,human
human:IQCG,human
human:SEPT2,human
human:MAN2A2,human
human:TMBIM1,human
human:C4orf50,human
human:U2AF1L4,human
human:AL391069.2,human
human:AC097528.1,human
human:IGDCC3,human
human:EEF1A1,human
human:SMIM20,human
human:SHB,human
human:BAMBI,human
human:SRPRB,human
human:NR0B1,human
human:UFL1-AS1,human
human:ARMC9,human
human:CCDC170,human
human:SLC16A14,human
human:ATP5MF,human
human:LINC01807,human
human:DAW1,human
human:SERPINE2,human
human:MRPL17,human
human:AC097263.1,human
human:SLC4A3,human
human:STC2,human
human:EI24,human
human:NBEAL2,human
human:PAK5,human
human:RIDA,human
human:PECR,human
human:MGAT1,human
human:TCN1,human
human:S100A1,human
human:AP002956.1,human
human:MDH1B,human
human:SHLD2P3,human
human:AC080128.1,human
human:YME1L1,human
human:SLC23A1,human
human:AL050331.1,human
human:RAP1B,human
human:CYB5R3,human
human:SENP3-EIF4A1,human
human:PRG4,human
human:DIRAS3,human
human:DNAJC22,human
human:SLC46A3,human
human:NPL,human
human:PCSK1,human
human:AC127502.1,human
human:COL13A1,human
human:MYCN,human
human:MESP1,human
human:RPL7P3,human
human:Z84488.2,human
human:RAB8B,human
human:AC241952.1,human
human:SOAT1,human
human:TENT5C,human
human:OSBPL8,human
human:KCNN1,human
human:LINC01208,human
human:AL031727.1,human
human:ST20,human
human:UGT2B4,human
human:CHST11,human
human:MANF,human
human:XCL2,human
human:BEX2,human
human:CDK2AP2,human
human:C10orf105,human
human:CYP27A1,human
human:AC099792.1,human
human:LMX1A,human
human:PTCH2,human
human:PPIF,human
human:RGS5,human
human:AC106741.1,human
human:SPART,human
human:ZCCHC12,human
human:SLC35F3,human
human:CARD19,human
human:CA2,human
human:ARRDC4,human
human:CYP2J2,human
human:PTGDR2,human
human:DNM3OS,human
human:EIF3FP3,human
human:AC010478.1,human
human:EIF2A,human
human:PACRG,human
human:RAD23A,human
human:EBP,human
human:MRPL24,human
human:CIAO2A,human
human:PMF1-BGLAP,human
human:ECSCR,human
human:AL353807.3,human
human:C11orf21,human
human:TKT,human
human:ZNF404,human
human:LRRC47,human
human:WDR49,human
human:AL358472.7,human
human:ITGAE,human
human:AL356488.2,human
human:GSTA3,human
human:HSD17B7,human
human:MMP17,human
human:PDE3B,human
human:AL121594.1,human
human:PMF1,human
human:C11orf88,human
human:AC012651.1,human
human:USP49,human
human:PRDX6,human
human:ARHGEF6,human
human:AL807752.7,human
human:MXRA7,human
human:TARS,human
human:RTF2,human
human:H2AFZ,human
human:ABHD14A-ACY1,human
human:SNHG8,human
human:KLB,human
human:CDKN2AIPNL,human
human:C1orf54,human
human:DDIT4L,human
human:C14orf119,human
human:HIST2H2BE,human
human:CYP2W1,human
human:HIST2H2BC,human
human:MRPL53,human
human:ZNF84,human
human:NKX3-2,human
human:AC245297.1,human
human:CYP11B1,human
human:TADA3,human
human:FAM49A,human
human:AC242426.2,human
human:MFSD2A,human
human:HJV,human
human:CHKB-CPT1B,human
human:TLE5,human
human:SLC22A7,human
human:EIF6,human
human:ARL6IP6,human
human:LRRC41,human
human:C1QTNF5,human
human:GSTA9P,human
human:MRPS16,human
human:RPS27,human
human:TAX1BP3,human
human:AC073861.1,human
human:OOEP,human
human:RPL35P5,human
human:SYNGR2,human
human:ENOPH1,human
human:PNMA8A,human
human:EDN2,human
human:AL365357.1,human
human:LBR,human
human:SNHG31,human
human:UQCRHL,human
human:CCDC82,human
human:SDCBP,human
human:AL023755.1,human
human:LINC02381,human
human:AC253536.3,human
human:CLEC18C,human
human:SLC15A2,human
human:TRAC,human
human:AL136456.1,human
human:WNT8B,human
human:ATP5PB,human
human:PCP4L1,human
human:AL365361.1,human
human:CHST2,human
human:PRDM16-DT,human
human:AC023886.1,human
human:CELSR1,human
human:HES4,human
human:IFITM3,human
human:UBE2A,human
human:MARCH9,human
human:FAM24B,human
human:CAP1,human
human:PPP2R3B,human
human:VSTM2A-OT1,human
human:AC108941.2,human
human:INKA2,human
human:CD59,human
human:AC009487.4,human
human:CNIH4,human
human:GSTA2,human
human:PHF19,human
human:SCARNA2,human
human:MIR137HG,human
human:AC135983.2,human
human:DPYD,human
human:SLC6A17,human
human:RPL7P9,human
human:PLBD2,human
human:TMEM56-RWDD3,human
human:TRPT1,human
human:POGLUT3,human
human:TRABD2A,human
human:LINC00400,human
human:MLANA,human
human:AL137802.1,human
human:HSPE1-MOB4,human
human:ABCA4,human
human:MICOS10,human
human:GYG1,human
human:AHCYL2,human
human:BSCL2,human
human:AL109811.3,human
human:EFNA3,human
human:FGFBP2,human
human:RPL13P12,human
human:PROS1,human
human:COTL1,human
human:AC010197.2,human
human:CBFA2T3,human
human:SLC5A9,human
human:KRBOX1,human
human:ACADSB,human
human:AC004057.1,human
human:ATPAF1,human
human:ANKRD34A,human
human:GYPE,human
human:HSPE1,human
human:MTHFD2,human
human:AC106881.1,human
human:RPL24P8,human
human:CCDC115,human
human:STEAP3,human
human:C2orf81,human
human:RSPO2,human
human:IGSF9,human
human:ATRAID,human
human:LINC01765,human
human:RPL6P27,human
human:DARS,human
human:MRPS7,human
human:RSL24D1,human
human:RHBDL2,human
human:ADH1B,human
human:TUFM,human
human:ATF3,human
human:MSMO1,human
human:C1orf167,human
human:AC099786.1,human
human:AC099786.2,human
human:ZNF48,human
human:ERFE,human
human:WDR38,human
human:GYPA,human
human:WNT10A,human
human:NAXE,human
human:MTCO3P31,human
human:AC118553.2,human
human:AC104260.3,human
human:SRPX2,human
human:PTTG1,human
human:TMEM222,human
human:CRYZ,human
human:FBXO3,human
human:LINC02202,human
human:AL049637.2,human
human:H2AFY2,human
human:CD302,human
human:ALKBH7,human
human:C16orf72,human
human:DIABLO,human
human:PAX3,human
human:HAR1A,human
human:ABRAXAS1,human
human:LGR5,human
human:FAM129A,human
human:GRM2,human
human:GJA4,human
human:NAT16,human
human:FAM200B,human
human:C5orf30,human
human:SFRP5,human
human:PTGER3,human
human:S100A9,human
human:LRRTM2,human
human:MFSD14A,human
human:KCNT2,human
human:KANK4,human
human:DNAJC25-GNG10,human
human:SLC9B1P2,human
human:HAS2,human
human:ESPN,human
human:CLDND2,human
human:LEFTY1,human
human:CYB5R1,human
human:PSMD4,human
human:ASB5,human
human:UQCRH,human
human:TIFA,human
human:CFHR2,human
human:DUSP27,human
human:ZADH2,human
human:C1orf194,human
human:PYURF,human
human:RUNX3,human
human:AC131160.1,human
human:FH,human
human:DHCR24,human
human:ADH6,human
human:FLAD1,human
human:CZIB,human
human:MARCH6,human
human:AC008525.1,human
human:CYP4A22,human
human:VCAM1,human
human:HIST1H1C,human
human:KAZN,human
human:ATP5MG,human
human:MST1L,human
human:CCSAP,human
human:MTIF3,human
human:AKR1C3,human
human:RO60,human
human:EPHA5-AS1,human
human:AC087632.1,human
human:ATP5MF-PTCD1,human
human:PAFAH2,human
human:TTLL10,human
human:FAM131A,human
human:CRB1,human
human:C4orf3,human
human:AL450998.1,human
human:SLC2A14,human
human:LGALS3BP,human
human:B3GNT9,human
human:CDK5RAP3,human
human:SNORC,human
human:MTTP,human
human:SNHG29,human
human:LINC00327,human
human:BX679664.3,human
human:TCTEX1D4,human
human:GAS5,human
human:RPLP1,human
human:SLC18A3,human
human:LINC01478,human
human:AC079922.1,human
human:CALML6,human
human:ZFAND6,human
human:IL20RA,human
human:ZNF300,human
human:DYNLT1,human
human:PROX1,human
human:AL031282.1,human
human:AC020915.1,human
human:CSF3R,human
human:AL359555.4,human
human:ZNF593,human
human:AC092675.1,human
human:EDN1,human
human:PEAR1,human
human:LRFN4,human
human:AC116565.1,human
human:S1PR1,human
human:AC004540.2,human
human:C6orf118,human
human:FAM151A,human
human:RER1,human
human:AP3M1,human
human:VWA1,human
human:SLC35E2A,human
human:PPM1J,human
human:VHL,human
human:RPL26L1,human
human:WNT2B,human
human:AKR7A2,human
human:CMTM8,human
human:LINC02487,human
human:POLR2G,human
human:AC010343.1,human
human:DNAH7,human
human:FAM49B,human
human:RF01948,human
human:GALT,human
human:AC119674.2,human
human:ASL,human
human:MID1IP1,human
human:AL138752.2,human
human:HIRIP3,human
human:H3F3B,human
human:DPH5,human
human:ATP5MC3,human
human:BMP8B,human
human:AC092691.1,human
human:MASP2,human
human:SLC2A4RG,human
human:LINC00115,human
human:SCAP,human
human:LINC00461,human
human:MRPL44,human
human:AC024267.1,human
human:GLIPR1,human
human:LINC01133,human
human:PNMA8B,human
human:IL12RB2,human
human:AL390195.1,human
human:CORT,human
human:AC053503.7,human
human:UGCG,human
human:PTGER1,human
human:SLC37A1,human
human:AC093899.2,human
human:ENO1,human
human:AKR1D1,human
human:AL589740.1,human
human:AVPI1,human
human:AC010642.2,human
human:PPP4R3B,human
human:OPTN,human
human:TCTEX1D2,human
human:SLC30A1,human
human:SLC39A14,human
human:AL031847.2,human
human:AL589765.1,human
human:TMEM151A,human
human:CCN1,human
human:C9orf116,human
human:FEZF1-AS1,human
human:AP003352.1,human
human:STON2,human
human:AKR1C1,human
human:C1orf43,human
human:SIAH2,human
human:LINC00599,human
human:GBX2,human
human:ST6GAL1,human
human:AL109811.2,human
human:MIR600HG,human
human:MT-RNR1,human
human:PFN1P1,human
human:LHX3,human
human:ZBTB8B,human
human:SYF2,human
human:CD52,human
human:C1orf105,human
human:HNRNPA1P48,human
human:CHML,human
human:AL513165.2,human
human:OXT,human
human:TMEM132A,human
human:PRIM1,human
human:PLPP1,human
human:FGL2,human
human:LINC01315,human
human:PTPRU,human
human:GADD45B,human
human:ANKRD36C,human
human:CNTN3,human
human:GALNT11,human
human:PEF1,human
human:INO80B-WBP1,human
human:AC099786.3,human
human:ADGRB2,human
human:C5orf38,human
human:RWDD3,human
human:FAM3C,human
human:RASAL1,human
human:AC140912.1,human
human:TCTN1,human
human:AK4,human
human:ATP5PO,human
human:TGIF2-RAB5IF,human
human:F2R,human
human:FAR2P3,human
human:MPG,human
human:GLYCTK,human
human:AC008415.1,human
human:PSEN2,human
human:GARS,human
human:TPRKB,human
human:SPAG8,human
human:MST1P2,human
human:EPS8,human
human:BGLAP,human
human:MTCO2P12,human
human:LANCL1-AS1,human
human:ATP5MC2,human
human:RMRP,human
human:RPLP0P6,human
human:AC006254.1,human
human:SLC22A9,human
human:RSPO1,human
human:AC121493.1,human
human:ALDOA,human
human:CHCHD5,human
human:AC109466.1,human
human:POLR2H,human
human:GJA5,human
human:EPN1,human
human:SLC26A11,human
human:CCDC12,human
human:GFI1,human
human:NDUFAF8,human
human:THAP2,human
human:LINC02607,human
human:ADM,human
human:NXPH4,human
human:HSPE1P2,human
human:APH1A,human
human:TMEM52,human
human:AP001324.1,human
human:AC104137.1,human
human:CYP26A1,human
human:CPB1,human
human:SMTNL1,human
human:LINC00882,human
human:SHISAL1,human
human:XIRP2,human
human:TCEAL8,human
human:SF3A3,human
human:PPP1R14BP3,human
human:CXCR4,human
human:EFCAB14,human
human:SDR39U1,human
human:ZBTB20-AS1,human
human:RPS28P7,human
human:ENPP1,human
human:LHFPL6,human
human:SLC38A11,human
human:JAKMIP1,human
human:ORM2,human
human:MT1HL1,human
human:EEF1A1P11,human
human:AC006030.1,human
human:WDR78,human
human:AC119427.2,human
human:NPY1R,human
human:HOXD-AS2,human
human:NRBP1,human
human:POLE3,human
human:RPS13P2,human
human:LINC01767,human
human:AL117190.1,human
human:TMEM82,human
human:SLC35E2B,human
human:PIM2,human
human:AC099789.1,human
human:AL020994.2,human
human:LINC01224,human
human:TRIM13,human
human:FOXD3-AS1,human
human:AL137802.3,human
human:OR7E38P,human
human:FAR2P2,human
human:SOD3,human
human:SPAG17,human
human:CIAO2B,human
human:HLA-C,human
human:MTG1,human
human:SLC17A7,human
human:DAZAP2,human
human:KCNH6,human
human:AC016717.2,human
human:COA1,human
human:LINC00682,human
human:SPINK13,human
human:JTB,human
human:ANAPC16,human
human:RPE65,human
human:HMGCL,human
human:CACNG7,human
human:KIF27,human
human:AL603832.3,human
human:AC061961.1,human
human:POR,human
human:AC097468.2,human
human:CHST13,human
human:HSD3B2,human
human:TMEM9,human
human:NAT8,human
human:AC092153.1,human
human:TIMM17A,human
human:SAT2,human
human:CD46,human
human:UBE2T,human
human:IGSF1,human
human:IL17RB,human
human:MSH6,human
human:S100A2,human
human:ZNF117,human
human:REN,human
human:GOLT1A,human
human:HSD17B12,human
human:PLEK,human
human:AC007405.2,human
human:DNAH9,human
human:IGBP1,human
human:H2AFX,human
human:AL591846.1,human
human:MIR205HG,human
human:YIF1A,human
human:COL10A1,human
human:MZT2B,human
human:MAATS1,human
human:HLX,human
human:ADH1A,human
human:NCL,human
human:MCFD2,human
human:MMADHC,human
human:AC073585.2,human
human:CD82,human
human:RBMX2,human
human:IL17RD,human
human:YJEFN3,human
human:CCDC81,human
human:LRG1,human
human:USP32P1,human
human:AC092155.1,human
human:EPRS,human
human:OLAH,human
human:LINC02488,human
human:SLC39A12,human
human:HIST1H4C,human
human:AC015818.9,human
human:ITGA2,human
human:CA14,human
human:PYCR2,human
human:TMBIM4,human
human:ITGB1BP1,human
human:BNIP3,human
human:KISS1,human
human:LARP7,human
human:GALNT2,human
human:AL445524.2,human
human:CYP4A11,human
human:KNG1,human
human:CALB1,human
human:KCNK1,human
human:AC024382.1,human
human:AC006547.1,human
human:PDE7B,human
human:COA6,human
human:KCNE5,human
human:RPS10-NUDT3,human
human:WDR77,human
human:HIST1H4J,human
human:SNX2,human
human:SMKR1,human
human:C1QL2,human
human:LPAR3,human
human:TNFAIP6,human
human:PSRC1,human
human:BX284668.5,human
human:AL355601.1,human
human:DCAF13,human
human:CCDC173,human
human:PLXNB1,human
human:AC021087.4,human
human:TUBBP1,human
human:RPL17,human
human:AC068631.1,human
human:PRR15,human
human:AC099487.1,human
human:LRPPRC,human
human:ALYREF,human
human:LINC00492,human
human:RPL9,human
human:THSD4-AS1,human
human:PAPPA2,human
human:COLEC11,human
human:TMED2,human
human:CMPK2,human
human:P4HTM,human
human:ACP2,human
human:IAH1,human
human:SERPINB6,human
human:ENPP6,human
human:FAM183A,human
human:LINC01963,human
human:CLDN22,human
human:IRF2BP2,human
human:SLC35D2,human
human:LRATD1,human
human:AC008575.1,human
human:ZSCAN16-AS1,human
human:AL513128.1,human
human:RPSAP17,human
human:ZNF286B,human
human:C4BPB,human
human:LINC01159,human
human:LINC01833,human
human:AC011452.1,human
human:MGST2,human
human:TP53I3,human
human:AL512625.1,human
human:SAGE4P,human
human:HADHB,human
human:MIR124-2HG,human
human:HSPB11,human
human:LINC00581,human
human:AC010327.1,human
human:SLC5A6,human
human:AC092078.2,human
human:AC087721.2,human
human:SNX17,human
human:TMEM233,human
human:ABCC6P1,human
human:EPHX1,human
human:OGA,human
human:EHD3,human
human:ETV1,human
human:OTX1,human
human:APOA1-AS,human
human:C10orf82,human
human:RPL7P1,human
human:MORN2,human
human:HIPK2,human
human:C1QTNF7,human
human:AC020909.3,human
human:BCL2L12,human
human:ZNF33B,human
human:ABCG5,human
human:NUDT1,human
human:RPL34,human
human:TMEM141,human
human:HDHD3,human
human:STRIT1,human
human:STARD7,human
human:LRRFIP1P1,human
human:NUP62,human
human:NQO1,human
human:BORCS7-ASMT,human
human:PGD,human
human:EDC4,human
human:MT-ND3,human
human:NXPH2,human
human:LINC01122,human
human:SAT1,human
human:AC092881.1,human
human:MRPL16,human
human:HMX2,human
human:AC115619.1,human
human:ZNF18,human
human:MPLKIP,human
human:PCNX4,human
human:KARS,human
human:SIGLEC15,human
human:FCN3,human
human:IL10RB,human
human:BTBD8,human
human:SRD5A1,human
human:SLC26A10,human
human:MRPL36,human
human:PSMB10,human
human:AP001273.2,human
human:ATP2B4,human
human:ATP6V1B1,human
human:ST3GAL3,human
human:NPB,human
human:UBE2G2,human
human:DGUOK,human
human:AC005041.1,human
human:TNK2,human
human:AL451062.3,human
human:RHOD,human
human:FGD6,human
human:AL139405.1,human
human:AP001107.1,human
human:CLCNKA,human
human:VIPR2,human
human:PPM1K,human
human:SPCS3,human
human:AL031123.5,human
human:AC007969.1,human
human:MARCH1,human
human:CR1L,human
human:C11orf95,human
human:GGCT,human
human:MIR3651,human
human:LINC00514,human
human:HIST1H2AJ,human
human:LEPROT,human
human:FAM178B,human
human:MTCO3P44,human
human:TPPP,human
human:COA5,human
human:C5orf49,human
human:IL1R1,human
human:RNF130,human
human:AC018730.1,human
human:MRPL9,human
human:ANGPT1,human
human:C2orf40,human
human:SLC5A7,human
human:EEF1A1P12,human
human:MIR100HG,human
human:AC073896.1,human
human:LINC00672,human
human:EIF4EBP2,human
human:RABGGTB,human
human:ARL6IP1,human
human:NIFK,human
human:CNTNAP5,human
human:CRHBP,human
human:AC020584.1,human
human:AC244213.1,human
human:ZNF511-PRAP1,human
human:COPE,human
human:PRG2,human
human:DPYS,human
human:CHMP3,human
human:QARS,human
human:LINC00472,human
human:ACMSD,human
human:AC098650.1,human
human:AL139142.2,human
human:NLRP1,human
human:KYNU,human
human:ANOS1,human
human:CFH,human
human:SOX18,human
human:CISD2,human
human:MT1E,human
human:FTL,human
human:CHDH,human
human:GPRIN3,human
human:AC021074.1,human
human:LINC02539,human
human:AC233296.1,human
human:FAM153CP,human
human:PNP,human
human:MARCH4,human
human:MYO3B,human
human:CFAP221,human
human:GORASP2,human
human:CYBRD1,human
human:FAM222A,human
human:FAM166B,human
human:AL645608.4,human
human:HOXD8,human
human:DANCR,human
human:CRYGS,human
human:AC018512.1,human
human:CASP16P,human
human:KRT8P30,human
human:ARHGEF3,human
human:TTN-AS1,human
human:RDH11,human
human:CALCRL,human
human:ARPC4,human
human:AC092957.1,human
human:MAP3K1,human
human:AC063944.1,human
human:SNAPIN,human
human:APOPT1,human
human:VAX2,human
human:CCDC69,human
human:GLUD1P2,human
human:SIAH1,human
human:UBTF,human
human:FAXDC2,human
human:GALNT10,human
human:FAM162B,human
human:MBL2,human
human:DR1,human
